Age Group,total_cases_by_age,age_based_case_rate,age_based_deaths,age_based_death_rate,date
50-64,145439,18.9,2783,19,2020-09-17
50-64,146262,18.9,2823,19.1,2020-09-18
50-64,147049,18.9,2838,19.1,2020-09-19
50-64,147624,18.9,2843,19.1,2020-09-20
50-64,148177,18.9,2846,19.1,2020-09-21
50-64,148760,18.9,2870,19.1,2020-09-22
50-64,149356,18.9,2904,19.2,2020-09-23
50-64,149978,18.9,2931,19.2,2020-09-24
50-64,150729,18.9,2953,19.2,2020-09-25
50-64,151507,18.9,2963,19.2,2020-09-26
50-64,152059,18.9,2962,19.2,2020-09-27
50-64,152456,18.9,2963,19.2,2020-09-28
50-64,153030,18.9,2993,19.1,2020-09-29
50-64,153584,18.9,3019,19.2,2020-09-30
50-64,154299,18.9,3053,19.2,2020-10-01
50-64,154619,18.9,3064,19.2,2020-10-02
50-64,155398,18.9,3074,19.2,2020-10-03
50-64,156007,18.9,3078,19.2,2020-10-04
50-64,156312,18.9,3085,19.2,2020-10-05
50-64,156845,18.9,3099,19.2,2020-10-06
50-64,157546,18.9,3116,19.2,2020-10-07
50-64,158233,18.9,3124,19.2,2020-10-08
50-64,159028,18.9,3139,19.2,2020-10-09
50-64,159737,18.9,3153,19.2,2020-10-10
50-64,160393,18.9,3157,19.2,2020-10-11
50-64,160823,18.9,3159,19.2,2020-10-12
50-64,161329,18.9,3166,19.2,2020-10-13
50-64,161957,18.9,3180,19.1,2020-10-14
50-64,162544,18.9,3202,19.2,2020-10-15
50-64,163077,18.9,3216,19.2,2020-10-16
50-64,163593,18.9,3238,19.2,2020-10-17
50-64,164194,18.9,3243,19.2,2020-10-18
50-64,164817,18.9,3244,19.2,2020-10-19
50-64,165568,18.9,3255,19.2,2020-10-20
50-64,166162,18.9,3274,19.1,2020-10-21
50-64,167321,18.9,3283,19.1,2020-10-22
50-64,168370,18.9,3290,19.1,2020-10-23
50-64,169336,18.9,3305,19.1,2020-10-24
50-64,169913,18.9,3305,19.1,2020-10-25
50-64,170563,18.9,3307,19.1,2020-10-26
50-64,171333,18.9,3332,19.1,2020-10-27
50-64,172094,18.9,3342,19.1,2020-10-28
50-64,172862,18.9,3349,19.1,2020-10-29
50-64,173917,18.9,3359,19.1,2020-10-30
50-64,174737,18.9,3365,19.1,2020-10-31
50-64,175508,18.9,3368,19,2020-11-01
50-64,176308,18.9,3369,19,2020-11-02
50-64,177367,18.9,3382,19,2020-11-03
50-64,178172,18.9,3391,19,2020-11-04
50-64,179365,18.9,3409,19,2020-11-05
50-64,180424,18.9,3421,19.1,2020-11-06
50-64,181808,18.8,3439,19.1,2020-11-07
50-64,183085,18.8,3438,19.1,2020-11-08
50-64,184005,18.8,3440,19.1,2020-11-09
50-64,185315,18.8,3453,19.1,2020-11-10
50-64,186603,18.8,3463,19.1,2020-11-11
50-64,187873,18.8,3470,19.1,2020-11-12
50-64,189615,18.8,3487,19.1,2020-11-13
50-64,191565,18.8,3498,19.1,2020-11-14
50-64,193375,18.8,3502,19.1,2020-11-15
50-64,194932,18.8,3502,19.1,2020-11-16
50-64,196717,18.8,3514,19.1,2020-11-17
50-64,198904,18.8,3535,19.1,2020-11-18
50-64,201254,18.8,3555,19.1,2020-11-19
50-64,204214,18.8,3573,19.1,2020-11-20
50-64,206897,18.8,3578,19.1,2020-11-21
50-64,208339,18.8,3591,19.1,2020-11-22
50-64,211185,18.8,3598,19.1,2020-11-23
50-64,214756,18.8,3620,19.1,2020-11-24
50-64,217589,18.8,3639,19.1,2020-11-25
50-64,219932,18.8,3660,19.2,2020-11-26
50-64,222191,18.8,3668,19.2,2020-11-27
50-64,225207,18.8,3675,19.2,2020-11-28
50-64,227953,18.8,3678,19.1,2020-11-29
50-64,230204,18.8,3687,19.2,2020-11-30
50-64,234277,18.8,3703,19.1,2020-12-01
50-64,237843,18.8,3721,19.1,2020-12-02
50-64,241906,18.8,3758,19.1,2020-12-03
50-64,246393,18.8,3782,19.1,2020-12-04
50-64,251923,18.8,3808,19.1,2020-12-05
50-64,256392,18.8,3822,19.1,2020-12-06
50-64,260565,18.7,3829,19.1,2020-12-07
50-64,266080,18.7,3852,19,2020-12-08
50-64,271628,18.7,3891,19,2020-12-09
50-64,278211,18.7,3913,19,2020-12-10
50-64,285130,18.7,3952,19,2020-12-11
50-64,290746,18.7,3983,19,2020-12-12
50-64,297006,18.7,3992,18.9,2020-12-13
50-64,303461,18.8,4017,19,2020-12-14
50-64,313464,18.8,4053,18.9,2020-12-15
50-64,323215,18.8,4133,18.9,2020-12-16
50-64,331246,18.8,4172,18.9,2020-12-17
50-64,339716,18.8,4221,18.9,2020-12-18
50-64,348936,18.8,4256,18.9,2020-12-19
50-64,356328,18.8,4278,18.8,2020-12-20
50-64,362733,18.8,4296,18.8,2020-12-21
50-64,370623,18.9,4347,18.8,2020-12-22
50-64,370623,18.9,4347,18.8,2020-12-23
50-64,386028,18.9,4452,18.8,2020-12-24
50-64,391940,18.9,4487,18.8,2020-12-25
50-64,401601,18.9,4528,18.8,2020-12-26
50-64,408076,18.9,4546,18.8,2020-12-27
50-64,414336,18.9,4569,18.8,2020-12-28
50-64,420482,19,4634,18.7,2020-12-29
50-64,420482,19,4634,18.7,2020-12-30
50-64,434628,19,4797,18.6,2020-12-31
50-64,444733,19,4874,18.6,2021-01-01
50-64,453356,19,4920,18.6,2021-01-02
50-64,459070,19,4939,18.6,2021-01-03
50-64,465397,19,4981,18.6,2021-01-04
50-64,471057,19,5059,18.6,2021-01-05
50-64,477988,19,5160,18.6,2021-01-06
50-64,487547,19,5254,18.5,2021-01-07
50-64,497350,19,5369,18.5,2021-01-08
50-64,506646,19,5459,18.5,2021-01-09
50-64,514231,19,5527,18.5,2021-01-10
50-64,521163,19,5564,18.5,2021-01-11
50-64,527510,19,5669,18.5,2021-01-12
50-64,534354,19,5750,18.4,2021-01-13
50-64,542772,19,5806,18.3,2021-01-14
50-64,550676,19,5928,18.4,2021-01-15
50-64,558733,19,6039,18.4,2021-01-16
50-64,564745,19,6117,18.5,2021-01-17
50-64,569334,19,6168,18.5,2021-01-18
50-64,573727,19,6232,18.5,2021-01-19
50-64,577746,19,6380,18.6,2021-01-20
50-64,582324,19,6512,18.6,2021-01-21
50-64,586778,19,6611,18.6,2021-01-22
50-64,591372,19,6752,18.6,2021-01-23
50-64,596666,19,6787,18.6,2021-01-24
50-64,600018,19,6832,18.6,2021-01-25
50-64,603406,19,6964,18.7,2021-01-26
50-64,606779,19,7114,18.7,2021-01-27
50-64,610690,19,7229,18.7,2021-01-28
50-64,614408,19.1,7364,18.7,2021-01-29
50-64,618143,19.1,7496,18.8,2021-01-30
50-64,621018,19.1,7568,18.8,2021-01-31
50-64,623439,19.1,7611,18.8,2021-02-01
50-64,625572,19.1,7727,18.8,2021-02-02
50-64,628226,19.1,7849,18.9,2021-02-03
50-64,630958,19.1,8010,18.9,2021-02-04
50-64,633364,19.1,8122,18.9,2021-02-05
50-64,636296,19.1,8214,18.9,2021-02-06
50-64,638410,19.1,8262,18.9,2021-02-07
50-64,640035,19.1,8301,18.9,2021-02-08
50-64,641686,19.1,8418,18.9,2021-02-09
50-64,643344,19.1,8537,19,2021-02-10
50-64,645327,19.1,8663,19,2021-02-11
50-64,647161,19.1,8762,19.1,2021-02-12
50-64,648871,19.1,8853,19.1,2021-02-13
50-64,650118,19.1,8903,19.1,2021-02-14
50-64,651225,19.1,8926,19.1,2021-02-15
50-64,652016,19.1,8986,19.1,2021-02-16
50-64,653133,19.1,9089,19.1,2021-02-17
50-64,654421,19.1,9173,19.1,2021-02-18
50-64,655764,19.1,9265,19.1,2021-02-19
50-64,657076,19.1,9364,19.2,2021-02-20
50-64,657968,19.1,9427,19.2,2021-02-21
50-64,658650,19.1,9441,19.2,2021-02-22
50-64,659757,19.1,9517,19.2,2021-02-23
50-64,660785,19.1,9741,19.2,2021-02-24
50-64,661836,19.1,9841,19.3,2021-02-25
50-64,662816,19.1,9931,19.3,2021-02-26
50-64,663739,19.1,9991,19.3,2021-02-27
50-64,664406,19.1,10056,19.3,2021-02-28
50-64,664879,19.1,10069,19.3,2021-03-01
50-64,665595,19.1,10127,19.3,2021-03-02
50-64,666332,19.1,10232,19.4,2021-03-03
50-64,667234,19.1,10301,19.4,2021-03-04
50-64,668098,19.1,10369,19.4,2021-03-05
50-64,668847,19.1,10429,19.4,2021-03-06
50-64,669481,19.1,10447,19.4,2021-03-07
50-64,669976,19.1,10458,19.4,2021-03-08
50-64,671260,19.1,10544,19.4,2021-03-09
50-64,671794,19.1,10593,19.4,2021-03-10
50-64,672444,19.1,10665,19.4,2021-03-11
50-64,673006,19.1,10708,19.4,2021-03-12
50-64,673527,19.1,10762,19.5,2021-03-13
50-64,673988,19.1,10794,19.5,2021-03-14
50-64,674213,19.1,10801,19.5,2021-03-15
50-64,674714,19.1,10842,19.5,2021-03-16
50-64,675313,19.1,10891,19.5,2021-03-17
50-64,675926,19.1,10945,19.5,2021-03-18
50-64,676537,19.1,10972,19.6,2021-03-19
50-64,677178,19.1,10958,19.5,2021-03-20
50-64,677588,19.1,11064,19.6,2021-03-21
50-64,677907,19.1,11071,19.6,2021-03-22
50-64,678249,19.1,11144,19.6,2021-03-23
50-64,678688,19.1,11192,19.6,2021-03-24
50-64,679151,19.1,11242,19.6,2021-03-25
50-64,679727,19.1,11297,19.6,2021-03-26
50-64,680221,19.1,11342,19.6,2021-03-27
50-64,680630,19.1,11352,19.6,2021-03-28
50-64,681008,19.1,11355,19.6,2021-03-29
50-64,681366,19.1,11389,19.7,2021-03-30
50-64,681723,19.1,11419,19.7,2021-03-31
50-64,682173,19.1,11462,19.7,2021-04-01
50-64,683040,19.1,11501,19.7,2021-04-02
50-64,683452,19.1,11524,19.7,2021-04-03
50-64,683808,19.1,11527,19.7,2021-04-04
50-64,684033,19.1,11529,19.7,2021-04-05
50-64,684460,19.1,11558,19.7,2021-04-06
50-64,684824,19.1,11588,19.7,2021-04-07
50-64,685233,19.1,11617,19.7,2021-04-08
50-64,685960,19.1,11660,19.7,2021-04-09
50-64,686813,19.1,11690,19.7,2021-04-10
50-64,687261,19.1,11700,19.7,2021-04-11
50-64,687529,19.1,11704,19.8,2021-04-12
50-64,687922,19.1,11728,19.8,2021-04-13
50-64,688280,19.1,11757,19.8,2021-04-14
50-64,688697,19.1,11782,19.8,2021-04-15
50-64,689144,19.1,11802,19.8,2021-04-16
50-64,689552,19.1,11820,19.8,2021-04-17
50-64,689861,19.1,11816,19.8,2021-04-18
50-64,690127,19.1,11818,19.8,2021-04-19
50-64,690509,19.1,11835,19.8,2021-04-20
50-64,690908,19.1,11853,19.8,2021-04-21
50-64,691203,19.1,11878,19.8,2021-04-22
50-64,691312,19.1,11885,19.8,2021-04-23
50-64,691590,19.1,11895,19.8,2021-04-24
50-64,691879,19.1,11898,19.8,2021-04-25
50-64,692062,19,11899,19.8,2021-04-26
50-64,692332,19,11912,19.8,2021-04-27
50-64,692551,19,11939,19.8,2021-04-28
50-64,692869,19,11957,19.8,2021-04-29
50-64,693188,19,11977,19.8,2021-04-30
50-64,693530,19,12008,19.8,2021-05-01
50-64,693725,19,12011,19.8,2021-05-02
50-64,693919,19,12011,19.8,2021-05-03
50-64,694140,19,12037,19.8,2021-05-04
50-64,694377,19,12050,19.8,2021-05-05
50-64,694773,19,12068,19.8,2021-05-06
50-64,695047,19,12092,19.8,2021-05-07
50-64,695297,19,12111,19.8,2021-05-08
50-64,695482,19,12113,19.8,2021-05-09
50-64,695657,19,12113,19.8,2021-05-10
50-64,695828,19,12122,19.8,2021-05-11
50-64,696068,19,12137,19.8,2021-05-12
50-64,696403,19,12148,19.8,2021-05-13
50-64,696690,19,12154,19.8,2021-05-14
50-64,696889,19,12165,19.8,2021-05-15
50-64,697065,19,12167,19.8,2021-05-16
50-64,697185,19,12167,19.8,2021-05-17
50-64,697292,19,12176,19.8,2021-05-18
50-64,697483,19,12186,19.8,2021-05-19
50-64,697717,19,12195,19.8,2021-05-20
50-64,697870,19,12205,19.8,2021-05-21
50-64,698040,19,12217,19.8,2021-05-22
50-64,698202,19,12218,19.8,2021-05-23
50-64,698302,19,12219,19.8,2021-05-24
50-64,698478,19,12234,19.8,2021-05-25
50-64,698734,19,12239,19.8,2021-05-26
50-64,699749,19,12270,19.8,2021-05-27
50-64,699929,19,12275,19.8,2021-05-28
50-64,700104,19,12276,19.8,2021-05-29
50-64,700195,19,12277,19.8,2021-05-30
50-64,700264,19,12279,19.8,2021-05-31
50-64,700325,19,12281,19.8,2021-06-01
50-64,700429,19,12292,19.8,2021-06-02
50-64,700579,19,12312,19.8,2021-06-03
50-64,700764,19,12322,19.8,2021-06-04
50-64,700952,19,12362,19.8,2021-06-05
50-64,701074,19,12363,19.8,2021-06-06
50-64,701212,19,12366,19.8,2021-06-07
50-64,701346,19,12375,19.8,2021-06-08
50-64,701491,19,12384,19.8,2021-06-09
50-64,701671,19,12397,19.8,2021-06-10
50-64,701826,19,12392,19.8,2021-06-11
50-64,701972,19,12394,19.8,2021-06-12
50-64,702101,19,12398,19.8,2021-06-13
50-64,702212,19,12400,19.8,2021-06-14
50-64,702312,19,12414,19.9,2021-06-15
50-64,702429,19,12419,19.8,2021-06-16
50-64,702635,19,12434,19.9,2021-06-17
50-64,702820,19,12444,19.9,2021-06-18
50-64,702962,19,12450,19.9,2021-06-19
50-64,703148,19,12450,19.9,2021-06-20
50-64,703245,19,12451,19.9,2021-06-21
50-64,703375,19,12454,19.8,2021-06-22
50-64,703600,19,12474,19.9,2021-06-23
50-64,703957,19,12488,19.9,2021-06-24
50-64,704239,19,12505,19.9,2021-06-25
50-64,704650,19,12519,19.9,2021-06-26
50-64,704847,19,12521,19.9,2021-06-27
50-64,704938,19,12522,19.9,2021-06-28
50-64,703990,19,12530,19.9,2021-06-29
50-64,704243,19,12547,19.9,2021-06-30
50-64,704468,19,12559,19.9,2021-07-01
50-64,705225,19,12577,19.9,2021-07-05
50-64,705414,19,12578,19.9,2021-07-06
50-64,705608,19,12598,19.9,2021-07-07
50-64,705954,19,12611,19.9,2021-07-08
50-64,707104,18.9,12633,19.9,2021-07-11
50-64,707537,18.9,12635,19.9,2021-07-12
50-64,707977,18.9,12641,19.9,2021-07-13
50-64,708487,18.9,12646,19.9,2021-07-14
50-64,709146,18.9,12661,19.9,2021-07-15
50-64,711050,18.9,12674,19.9,2021-07-18
50-64,711678,18.9,12675,19.9,2021-07-19
50-64,712429,18.9,12677,19.9,2021-07-20
50-64,713171,18.9,12685,19.9,2021-07-21
50-64,714222,18.9,12693,19.9,2021-07-22
50-64,717250,18.8,12713,19.9,2021-07-25
50-64,718296,18.8,12713,19.9,2021-07-26
50-64,719300,18.8,12723,19.9,2021-07-27
50-64,720335,18.8,12734,19.9,2021-07-28
50-64,721860,18.8,12754,19.9,2021-07-29
50-64,726671,18.8,12788,20,2021-08-01
50-64,727790,18.8,12793,20,2021-08-02
50-64,729084,18.7,12807,20,2021-08-03
50-64,730528,18.7,12825,20,2021-08-04
50-64,732623,18.7,12836,20,2021-08-05
50-64,734484,18.7,12848,20,2021-08-06
50-64,736395,18.7,12855,20,2021-08-07
50-64,737894,18.7,12859,20,2021-08-08
50-64,739301,18.7,12864,20,2021-08-09
50-64,740787,18.7,12820,20,2021-08-10
50-64,742418,18.7,12834,20,2021-08-11
50-64,744549,18.6,12847,20,2021-08-12
50-64,746724,18.6,12853,20,2021-08-13
50-64,748639,18.6,12862,20,2021-08-14
50-64,750303,18.6,12864,20,2021-08-15
50-64,751759,18.6,12866,20,2021-08-16
50-64,753948,18.6,12892,20.1,2021-08-17
50-64,755742,18.6,12915,20.1,2021-08-18
50-64,757987,18.6,12945,20.1,2021-08-19
50-64,760034,18.5,12966,20.1,2021-08-20
50-64,762197,18.5,12992,20.1,2021-08-21
50-64,763684,18.5,12990,20.1,2021-08-22
50-64,765277,18.5,12994,20.1,2021-08-23
50-64,767019,18.5,13030,20.1,2021-08-24
50-64,768839,18.5,13056,20.1,2021-08-25
50-64,770966,18.5,13094,20.1,2021-08-26
50-64,773147,18.5,13129,20.2,2021-08-27
50-64,774967,18.5,13152,20.2,2021-08-28
50-64,777169,18.4,13164,20.2,2021-08-29
50-64,778629,18.4,13170,20.2,2021-08-30
50-64,782250,18.4,13211,20.2,2021-08-31
50-64,783853,18.4,13269,20.2,2021-09-01
50-64,785559,18.4,13300,20.2,2021-09-02
50-64,786925,18.4,13333,20.3,2021-09-03
50-64,789015,18.4,13384,20.3,2021-09-04
50-64,790301,18.4,13396,20.3,2021-09-05
50-64,791443,18.4,13407,20.3,2021-09-06
50-64,792616,18.4,13411,20.3,2021-09-07
50-64,793729,18.4,13473,20.3,2021-09-08
50-64,795157,18.4,13518,20.4,2021-09-09
50-64,797112,18.3,13579,20.4,2021-09-10
50-64,798412,18.3,13597,20.4,2021-09-11
50-64,799432,18.3,13598,20.4,2021-09-12
50-64,801164,18.3,13627,20.4,2021-09-13
50-64,802367,18.3,13674,20.4,2021-09-14
50-64,803528,18.3,13728,20.4,2021-09-15
50-64,804958,18.3,13778,20.5,2021-09-16
50-64,806315,18.3,13808,20.5,2021-09-17
50-64,807704,18.3,13839,20.5,2021-09-18
50-64,808634,18.3,13837,20.5,2021-09-19
50-64,809588,18.3,13846,20.5,2021-09-20
50-64,810694,18.3,13897,20.5,2021-09-21
50-64,811774,18.3,13938,20.5,2021-09-22
50-64,812963,18.3,13986,20.5,2021-09-23
50-64,816483,18.3,14073,20.6,2021-09-26
50-64,817238,18.3,14082,20.6,2021-09-27
50-64,818291,18.3,14110,20.6,2021-09-28
50-64,819215,18.3,14160,20.6,2021-09-29
50-64,820401,18.2,14191,20.6,2021-09-30
50-64,823443,18.2,14269,20.7,2021-10-03
50-64,824016,18.2,14262,20.7,2021-10-04
50-64,824922,18.2,14313,20.7,2021-10-05
50-64,825678,18.2,14363,20.7,2021-10-06
50-64,826747,18.2,14411,20.7,2021-10-07
50-64,829500,18.2,14481,20.8,2021-10-10
50-64,830197,18.2,14484,20.8,2021-10-11
50-64,830886,18.2,14520,20.8,2021-10-12
50-64,831551,18.2,14566,20.8,2021-10-13
50-64,832571,18.2,14609,20.8,2021-10-14
50-64,835251,18.2,14683,20.9,2021-10-17
50-64,835905,18.2,14686,20.8,2021-10-18
50-64,836457,18.2,14733,20.9,2021-10-19
50-64,837382,18.2,14772,20.9,2021-10-20
50-64,838374,18.2,14812,20.9,2021-10-21
50-64,843395,18.2,14863,20.9,2021-10-25
50-64,844181,18.2,14902,20.9,2021-10-26
50-64,845025,18.2,14939,20.9,2021-10-27
50-64,846211,18.2,14978,20.9,2021-10-28
50-64,849276,18.2,15003,21,2021-10-31
50-64,849971,18.2,15010,21,2021-11-01
50-64,850626,18.2,15033,21,2021-11-02
50-64,851586,18.2,15069,21,2021-11-03
50-64,852906,18.2,15093,21,2021-11-04
50-64,855787,18.2,15125,21,2021-11-07
50-64,856403,18.2,15129,21,2021-11-08
50-64,857057,18.2,15161,21,2021-11-09
50-64,857841,18.2,15196,21,2021-11-10
50-64,859746,18.2,15230,21,2021-11-12
50-64,861141,18.2,15271,21,2021-11-14
50-64,861866,18.2,15279,21,2021-11-15
50-64,862577,18.2,15311,21.1,2021-11-16
50-64,863366,18.2,15350,21.1,2021-11-17
50-64,864224,18.2,15384,21.1,2021-11-18
50-64,866800,18.2,15422,21.1,2021-11-21
50-64,867506,18.2,15429,21.1,2021-11-22
50-64,868062,18.2,15474,21.1,2021-11-23
50-64,871699,18.2,15555,21.1,2021-11-28
50-64,872484,18.2,15571,21.1,2021-11-29
50-64,873131,18.2,15590,21.1,2021-11-30
50-64,873938,18.1,15612,21.1,2021-12-01
50-64,875109,18.1,15647,21.1,2021-12-02
50-64,878631,18.1,15694,21.1,2021-12-05
50-64,879653,18.1,15694,21.1,2021-12-06
50-64,880528,18.1,15724,21.1,2021-12-07
50-64,881376,18.1,15743,21.2,2021-12-08
50-64,882343,18.1,15762,21.2,2021-12-09
50-64,885304,18.1,15804,21.2,2021-12-12
50-64,886216,18.1,15812,21.2,2021-12-13
50-64,886951,18.1,15838,21.2,2021-12-14
50-64,887747,18.1,15860,21.2,2021-12-15
50-64,888791,18.1,15890,21.2,2021-12-16
50-64,892287,18.1,15930,21.2,2021-12-19
50-64,893426,18.1,15927,21.2,2021-12-20
50-64,894894,18.1,15963,21.2,2021-12-21
50-64,896889,18,15989,21.2,2021-12-22
50-64,899440,18,16008,21.2,2021-12-23
50-64,911002,17.9,16030,21.2,2021-12-27
50-64,914092,17.9,16050,21.2,2021-12-28
50-64,919863,17.9,16075,21.2,2021-12-29
50-64,928566,17.9,16108,21.2,2021-12-30
50-64,965336,17.8,16118,21.2,2022-01-03
50-64,973520,17.8,16161,21.2,2022-01-04
50-64,981336,17.7,16157,21.2,2022-01-05
50-64,997795,17.7,16232,21.3,2022-01-06
50-64,1041153,17.5,16283,21.3,2022-01-09
50-64,1059945,17.4,16289,21.3,2022-01-10
50-64,1075009,17.4,16319,21.3,2022-01-11
50-64,1090836,17.3,16354,21.3,2022-01-12
50-64,1108213,17.3,16374,21.3,2022-01-13
50-64,1156538,17.2,16436,21.3,2022-01-16
50-64,1168443,17.2,16441,21.3,2022-01-17
50-64,1184022,17.1,16448,21.3,2022-01-18
50-64,1198198,17.1,16481,21.3,2022-01-19
50-64,1217893,17.1,16527,21.3,2022-01-20
50-64,1263564,17,16615,21.3,2022-01-23
50-64,1273175,17,16621,21.3,2022-01-24
50-64,1287390,17,16661,21.3,2022-01-25
50-64,1296704,17,16705,21.3,2022-01-26
50-64,1308750,17,16737,21.2,2022-01-27
50-64,1335685,17,16820,21.2,2022-01-30
50-64,1341726,17,16836,21.2,2022-01-31
50-64,1345941,16.9,16871,21.2,2022-02-01
50-64,1350322,16.9,16900,21.2,2022-02-02
50-64,1356030,16.9,16935,21.2,2022-02-03
50-64,1367779,16.9,17037,21.2,2022-02-06
50-64,1375241,16.9,17061,21.2,2022-02-07
50-64,1381607,16.9,17109,21.1,2022-02-08
50-64,1384050,16.9,17141,21.1,2022-02-09
50-64,1387592,16.9,17222,21.1,2022-02-10
50-64,1394276,16.9,17330,21.1,2022-02-13
50-64,1396506,16.9,17346,21.1,2022-02-14
50-64,1398692,16.9,17380,21.1,2022-02-15
50-64,1400683,16.9,17422,21.1,2022-02-16
50-64,1402848,16.9,17475,21.1,2022-02-17
50-64,1409340,16.9,17605,21.1,2022-02-21
50-64,1410408,16.9,17615,21.1,2022-02-22
50-64,1411623,16.9,17658,21.1,2022-02-23
50-64,1413378,16.9,17707,21.1,2022-02-24
50-64,1416550,16.9,17851,21.1,2022-02-27
50-64,1416768,16.9,17851,21.1,2022-02-28
50-64,1417752,16.9,17897,21.1,2022-03-01
50-64,1418686,16.9,17930,21.1,2022-03-02
50-64,1419696,16.9,17980,21.1,2022-03-03
50-64,1421679,16.9,18063,21,2022-03-06
50-64,1422066,16.9,18066,21,2022-03-07
50-64,1422869,16.9,18104,21,2022-03-08
50-64,1423431,16.9,18130,21,2022-03-09
50-64,1424057,16.9,18168,21,2022-03-10
50-64,1426045,16.9,18242,21,2022-03-13
50-64,1426191,16.9,18242,21,2022-03-14
50-64,1426796,16.9,18262,21,2022-03-15
50-64,1427289,16.9,18287,21,2022-03-16
50-64,1428034,16.9,18313,21,2022-03-17
50-64,1430922,16.9,18371,21,2022-03-20
50-64,1431050,16.9,18373,21,2022-03-21
50-64,1431949,16.9,18392,21,2022-03-22
50-64,1432358,16.9,18414,21,2022-03-23
50-64,1432940,16.9,18431,21,2022-03-24
50-64,1434135,16.9,18462,21,2022-03-27
50-64,1434243,16.9,18462,21,2022-03-28
50-64,1434709,16.9,18480,21,2022-03-29
50-64,1435233,16.9,18491,21,2022-03-30
50-64,1435912,16.9,18511,21,2022-03-31
50-64,1437626,16.9,18542,21,2022-04-04
50-64,1439273,16.9,18580,21,2022-04-07
50-64,1442019,16.9,18622,21,2022-04-12
50-64,1443330,16.9,18657,21,2022-04-14
50-64,1445697,16.9,18685,21,2022-04-18
50-64,1448398,16.9,18720,21,2022-04-21
50-64,1451998,16.9,18749,21,2022-04-25
50-64,1454934,16.9,18790,21,2022-04-28
50-64,1459206,16.9,18812,21,2022-05-02
50-64,1463136,16.9,18844,21,2022-05-05
50-64,1468932,16.9,18876,21,2022-05-09
50-64,1472323,16.9,18904,21,2022-05-12
50-64,1481416,16.9,18920,21,2022-05-16
50-64,1488492,16.9,18949,21,2022-05-19
50-64,1498637,16.9,18968,21,2022-05-23
50-64,1506399,16.9,18992,21,2022-05-26
50-64,1517296,16.9,19017,21,2022-05-30
50-64,1523323,16.9,19033,21,2022-06-02
50-64,1536002,17,19044,21,2022-06-06
50-64,1544612,17,19064,20.9,2022-06-09
50-64,1556378,17,19075,20.9,2022-06-13
50-64,1562087,17,19095,20.9,2022-06-16
50-64,1575042,17,19106,20.9,2022-06-20
50-64,1584511,17,19125,20.9,2022-06-23
50-64,1597268,17,19137,20.9,2022-06-27
50-64,1607707,17,19171,20.9,2022-06-30
50-64,1621167,17.1,19187,20.9,2022-07-04
50-64,1628726,17.1,19196,20.9,2022-07-07
50-64,1644443,17.1,19215,20.9,2022-07-11
50-64,1656164,17.1,19229,20.9,2022-07-14
50-64,1671038,17.1,19242,20.8,2022-07-18
50-64,1681350,17.1,19268,20.8,2022-07-21
50-64,1694524,17.2,19284,20.8,2022-07-25
50-64,1704780,17.2,19304,20.8,2022-07-28
50-64,1716743,17.2,19316,20.8,2022-08-01
50-64,1725008,17.2,19339,20.8,2022-08-04
50-64,1734387,17.2,19351,20.8,2022-08-08
50-64,1740974,17.2,19367,20.7,2022-08-11
50-64,1748943,17.2,19383,20.7,2022-08-15
50-64,1754621,17.2,19410,20.7,2022-08-18
50-64,1761466,17.2,19422,20.7,2022-08-22
50-64,1766350,17.3,19453,20.7,2022-08-25
50-64,1771892,17.3,19459,20.7,2022-08-29
50-64,1776107,17.3,19471,20.7,2022-09-01
50-64,1780397,17.3,19482,20.6,2022-09-05
50-64,1783242,17.3,19503,20.6,2022-09-08
50-64,1794542,17.3,19558,20.6,2022-09-20
65+,8401,22.5,1074,76.9,2020-04-22
65+,8832,22.5,1148,77.1,2020-04-23
65+,9256,22.5,1215,77.2,2020-04-24
65+,9512,22.6,1276,77.5,2020-04-25
65+,9824,22.6,1299,77.5,2020-04-26
65+,10086,22.4,1336,77.6,2020-04-27
65+,10413,22.4,1399,77.3,2020-04-28
65+,10906,22.3,1467,77.6,2020-04-29
65+,11256,22.3,1543,77.6,2020-04-30
65+,11547,22.1,1622,77.9,2020-05-01
65+,11860,22.1,1668,78,2020-05-02
65+,12098,22,1704,78.2,2020-05-03
65+,12425,22.1,1738,78.3,2020-05-04
65+,12842,21.8,1826,78.5,2020-05-05
65+,13194,21.8,1891,78.4,2020-05-06
65+,13580,21.7,1953,78.3,2020-05-07
65+,13948,21.6,2024,78.6,2020-05-08
65+,14290,21.4,2089,78.6,2020-05-09
65+,14597,21.5,2115,78.6,2020-05-10
65+,14845,21.4,2166,78.7,2020-05-11
65+,15098,21.2,2236,78.6,2020-05-12
65+,15498,21.2,2304,78.7,2020-05-13
65+,15725,21,2386,78.8,2020-05-14
65+,16101,21,2465,79,2020-05-15
65+,16489,20.9,2516,79.1,2020-05-16
65+,16727,20.8,2546,79.2,2020-05-17
65+,16920,20.7,2577,79.3,2020-05-18
65+,17232,20.5,2670,79.1,2020-05-19
65+,17513,20.3,2731,79.1,2020-05-20
65+,17864,20.2,2805,79.1,2020-05-21
65+,18164,20,2842,79.2,2020-05-22
65+,18424,19.9,2885,79.1,2020-05-23
65+,18670,19.7,2899,79.1,2020-05-24
65+,18898,19.5,2911,79.1,2020-05-25
